-----------------------------------------------------------------------------
Log file opened:
27-01-2020	16:11:24
Logfile started...
INFO | Packfile: Supported archive types.
INFO | Script: Registered variable - [ float databaseScrollBoxBackAlpha ]
INFO | Script: Registered variable - [ float databaseScrollBoxRadius ]
INFO | Script: Registered variable - [ float databaseScrollBoxFontRed ]
INFO | Script: Registered variable - [ float databaseScrollBoxFontGreen ]
INFO | Script: Registered variable - [ float databaseScrollBoxFontBlue ]
INFO | Script: Registered variable - [ float databaseScrollBoxFontAlpha ]
INFO | Script: Registered variable - [ float databaseAnimTime ]
ERROR | Variable [ float droidBeenShotValue ] has already been added.
INFO | Script: Registered variable - [ float witnessShootValue ]
INFO | Script: Registered variable - [ float witnessTransferValue ]
INFO | Script: Registered variable - [ float ai_beenShot ]
INFO | Script: Registered variable - [ float ai_healthAmount ]
INFO | Script: Registered variable - [ float ai_playerVisible ]
INFO | Script: Registered variable - [ float ai_witnessShoot ]
INFO | Script: Registered variable - [ float ai_witnessTransfer ]
INFO | Script: Registered variable - [ float ai_greenFactor ]
INFO | Script: Registered variable - [ float ai_yellowFactor ]
INFO | Script: Registered variable - [ float ai_redFactor ]
INFO | Script: Registered variable - [ float deckViewRatio ]
INFO | Script: Registered variable - [ int numStartingBullets ]
INFO | Script: Registered variable - [ bool useHoldBitmap ]
INFO | Script: Registered variable - [ bool profileParticles ]
ERROR | Variable [ bool profileParticles ] has already been added.
ERROR | Variable [ bool profileParticles ] has already been added.
ERROR | Variable [ bool profileParticles ] has already been added.
INFO | Script: Registered variable - [ int particleRenderType ]
INFO | Script: Registered variable - [ int particleVelocityExplosion ]
INFO | Script: Registered variable - [ int particleVelocityExplosionAdd ]
INFO | Script: Registered variable - [ int particleVelocitySpark ]
INFO | Script: Registered variable - [ int particleVelocitySparkAdd ]
INFO | Script: Registered variable - [ int particleNumberExplosion ]
INFO | Script: Registered variable - [ int particleNumberExplosionAdd ]
INFO | Script: Registered variable - [ int particleNumberTrail ]
INFO | Script: Registered variable - [ int particleNumberTrailAdd ]
INFO | Script: Registered variable - [ int particleTrailAlphaReset ]
INFO | Script: Registered variable - [ int particleTrailAlphaResetAdd ]
INFO | Script: Registered variable - [ int particleNumberSpark ]
INFO | Script: Registered variable - [ int particleNumberSparkAdd ]
INFO | Script: Registered variable - [ float particleExplosionReduce ]
INFO | Script: Registered variable - [ float particleSparkReduce ]
INFO | Script: Registered variable - [ float particleTrailReduce ]
INFO | Script: Registered variable - [ int particleTrailLimit ]
INFO | Script: Registered variable - [ float particleMass ]
INFO | Script: Registered variable - [ float particleFriction ]
INFO | Script: Registered variable - [ float particleElastic ]
INFO | Script: Registered variable - [ float particleSize ]
INFO | Script: Registered variable - [ int particleBlendSrc ]
INFO | Script: Registered variable - [ int particleBlendDst ]
INFO | Script: Registered variable - [ float scoreDelay ]
INFO | Script: Registered variable - [ int yellowAlertLevel ]
INFO | Script: Registered variable - [ int redAlertLevel ]
INFO | Script: Registered variable - [ int numberTransferRows ]
INFO | Script: Registered variable - [ float transferRowHeight ]
INFO | Script: Registered variable - [ float transferRowStartY ]
INFO | Script: Registered variable - [ float transferRowCellWidth ]
INFO | Script: Registered variable - [ float transferBackgroundStartX ]
INFO | Script: Registered variable - [ float transferBackgroundStartY ]
INFO | Script: Registered variable - [ float transferBackgroundWidth ]
INFO | Script: Registered variable - [ float transferBackgroundHeight ]
INFO | Script: Registered variable - [ int transferBorderThickness ]
INFO | Script: Registered variable - [ float transferStatusTabWidth ]
INFO | Script: Registered variable - [ float transferStatusTabHeight ]
INFO | Script: Registered variable - [ float transferSidebarGap ]
INFO | Script: Registered variable - [ float transferSidebarWidth ]
INFO | Script: Registered variable - [ float transferLineThickness ]
INFO | Script: Registered variable - [ int transferBitmapWidth ]
INFO | Script: Registered variable - [ int transferBitmapHeight ]
INFO | Script: Registered variable - [ int chooseSideTimeOut ]
INFO | Script: Registered variable - [ float chooseSideDelayTime ]
INFO | Script: Registered variable - [ float chooseRowDelayTime ]
INFO | Script: Registered variable - [ float transferImageFade ]
INFO | Script: Registered variable - [ bool renderBackdrop ]
INFO | Script: Registered variable - [ bool enableSound ]
INFO | Script: Registered variable - [ int numDisrupterFrames ]
INFO | Script: Registered variable - [ float disrupterFadeAmount ]
INFO | Script: Registered variable - [ string volumeLevelStr ]
INFO | Script: Registered variable - [ int volumeLevel ]
INFO | Script: Registered variable - [ string tileType ]
INFO | Script: Registered variable - [ string tileColor ]
INFO | Script: Registered function - [ void sys_printConInt(string &in, uint param) ]
INFO | Script: Registered function - [ void sys_loadResource(string &in, string &in, int type, int numFrames, int size) ]
INFO | Script: Registered function - [ bool lvl_loadShipLevel (string &in) ]
INFO | Script: Registered function - [ void gui_addKeyAndText(string &in, string &in) ]
INFO | Script: Registered function - [ string gui_getString(string &in) ]
INFO | Script: Registered function - [ void io_spriteSetAlphaColor(string &in, int red, int green, int blue) ]
INFO | Script: Registered function - [ void as_createSideViewColor  (int index, int red, int green, int blue, int alpha) ]
INFO | Script: Registered function - [ void as_guiCreateObject	    (int guiObjectType, string &in) ]
INFO | Script: Registered function - [ void as_guiSetObjectPosition (int guiObjectType, string &in, int coordType, int startX, int startY, int width, int height) ]
INFO | Script: Registered function - [ void as_guiSetObjectLabel    (int guiObjectType, string &in, int labelPos, string &in) ]
INFO | Script: Registered function - [ void as_guiAddObjectToScreen (int guiObjectType, string &in, string &in) ]
INFO | Script: Registered function - [ void as_guiSetObjectFunction (int guiObjectType, string &in, string &in) ]
INFO | Script: Registered function - [ void as_guiSetObjectFontName (int guiObjectType, string &in, string &in) ]
INFO | Script: Registered function - [ void as_guiSetObjectColor    (int guiObjectType, string &in, int whichColor, float red, float green, float blue, float alpha) ]
INFO | Script: Registered function - [ void as_guiSetReadyState     (int guiObjectType, string &in, bool newState) ]
INFO | Script: Registered function - [ int as_guiFindIndex		    (int guiObjectType, string &in) ]
INFO | Script: Registered function - [ void as_guiCreateNewScreen   (string &in) ]
INFO | Script: Registered function - [ void as_guiSetObjectFocus    (string &in) ]
ERROR | Function [ void gui_addKeyAndText(string &in, string &in) ] has already been added.
INFO | Script: Registered function - [ void as_guiChangeCurrentScreen(int newScreen) ]
INFO | Script: Registered function - [ void as_guiSetupScrollBox(int whichScrollBox, string &in) ]
INFO | Script: Registered function - [ int gam_getTextureWidth(string &in) ]
INFO | Script: Registered function - [ int gam_getTextureHeight(string &in) ]
INFO | Script: Registered function - [ void as_guiSetCheckboxGroup  (string &in, int whichGroup) ]
INFO | Script: Registered function - [ void as_guiSetCheckboxTick   (string &in, int whichGroup, bool ticked) ]
INFO | Script: Registered function - [ void as_guiSetCheckboxValue (string &in, int newValue) ]
INFO | Script: Registered function - [ int as_guiGetCheckboxValue (string &in) ]
INFO | Script: Registered function - [ void as_guiSetSliderValue(string &in, string &in) ]
INFO | Script: Registered function - [ string as_guiGetSliderValue(string &in) ]
INFO | Script: Registered function - [ void as_guiAddMessageBox(int boxName, string &in, string &in, int posX, int posY, bool modal) ]
INFO | Script: Registered function - [ void as_guiAddNewElement (string &in, string &in, string &in, int type) ]
INFO | Script: Registered function - [ void as_guiSetImageKeyName(string &in, string &in) ]
INFO | Script: Registered function - [ void sys_changeCurrentMode(int newMode, bool fade) ]
INFO | Script: Registered function - [ void gam_enterDatabaseMode() ]
INFO | Script: Registered function - [ void gam_previousDatabaseDroid() ]
INFO | Script: Registered function - [ void gam_nextDatabaseDroid() ]
INFO | Script: Registered function - [ void gam_setLocalDroidType() ]
INFO | Script: Registered function - [ void as_setParticleColor(int whichParticle, float red, float green, float blue, float alpha) ]
INFO | Script: Registered function - [ int sys_getCappedRandomNum(int cap) ]
INFO | Script: Registered function - [ float sys_getLogicalWidth() ]
INFO | Script: Registered function - [ float sys_getLogicalHeight() ]
INFO | Script: Registered function - [ void trn_setTransferColor(int whichSide, float red, float green, float blue, float alpha) ]
INFO | Script: Registered function - [ void hud_setText(bool useDirectValue, string &in) ]
INFO | Script: Registered function - [ void evt_pushEvent (int delayCount, int eventType, int eventAction, int data1, int data2, string &in) ]
INFO | Script: Registered function - [ void cfg_setConfigValue(string &in, string &in) ]
INFO | Script: Registered function - [ string sys_boolToString(bool boolValue) ]
INFO | Script: Registered function - [ string sys_intToString(int intValue) ]
INFO | Script: Registered function - [ int sys_stringToInt(string &in) ]
INFO | Script: Registered function - [ void sys_loadTileBitmap(string tileType, string tileColor) ]
INFO | Section has been added [ english.sc ]
INFO | Section has been added [ german.sc ]
INFO | Section has been added [ gui.sc ]
INFO | Section has been added [ italian.sc ]
INFO | Section has been added [ language.sc ]
INFO | Section has been added [ particles.sc ]
INFO | Section has been added [ resources.sc ]
INFO | Section has been added [ transfer.sc ]
INFO | gui.sc (491, 1) : INFO : Compiling void script_setupDatabaseScreen()
INFO | gui.sc (524, 114) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (524, 96) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (532, 116) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (532, 98) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (540, 114) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (540, 96) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (582, 1) : INFO : Compiling void as_setupOptionsAudioScreen()
INFO | gui.sc (591, 93) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (629, 108) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (639, 1) : INFO : Compiling void as_setupOptionsGraphicsScreen()
INFO | gui.sc (648, 96) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (698, 113) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (708, 1) : INFO : Compiling void as_setupOptionsVideoScreen()
INFO | gui.sc (717, 93) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (782, 110) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (794, 1) : INFO : Compiling void as_setupOptionsControlsScreen()
INFO | gui.sc (817, 111) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (827, 1) : INFO : Compiling void as_setupOptionsScreen()
INFO | gui.sc (836, 96) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (844, 111) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (852, 111) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (860, 114) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (868, 114) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (876, 112) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (886, 1) : INFO : Compiling void as_guiSetupTutorial()
INFO | gui.sc (895, 93) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (909, 103) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (917, 106) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (930, 98) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (944, 104) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (952, 106) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (965, 98) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (979, 108) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (987, 110) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1000, 94) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1015, 163) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1015, 149) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1015, 129) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1015, 116) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1020, 103) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1028, 105) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1041, 98) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1056, 167) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1056, 153) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1056, 133) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1056, 120) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1061, 107) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1069, 109) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1082, 96) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1097, 166) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1097, 152) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1097, 132) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1097, 119) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1102, 107) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1110, 108) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1123, 93) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1137, 105) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1148, 1) : INFO : Compiling void as_setupTerminalDeckviewScreen()
INFO | gui.sc (1157, 116) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1157, 98) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1167, 1) : INFO : Compiling void as_setupTerminalShipviewScreen()
INFO | gui.sc (1176, 116) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1176, 98) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1186, 1) : INFO : Compiling void as_setupMainTerminalScreen()
INFO | gui.sc (1197, 96) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1204, 116) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1204, 98) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1213, 118) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1213, 100) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1222, 118) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1222, 100) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1231, 118) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1231, 100) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1242, 1) : INFO : Compiling void as_setupTransferOne()
INFO | gui.sc (1269, 107) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1279, 1) : INFO : Compiling void as_setupTransferTwo()
INFO | gui.sc (1306, 107) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1316, 1) : INFO : Compiling void as_setupMainScreen()
INFO | gui.sc (1330, 92) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1337, 111) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1337, 93) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1346, 109) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1346, 91) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1355, 110) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1355, 92) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1364, 110) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1364, 92) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1373, 110) : WARN : Float value truncated in implicit conversion to integer
INFO | gui.sc (1373, 92) : WARN : Float value truncated in implicit conversion to integer
INFO | Compiled scripts.
INFO | Func ID for [ void script_loadAllResources() ] - [ 1297783232 ]
INFO | Func ID for [ void script_initGUI() ] - [ 1297779520 ]
INFO | Func ID for [ void as_guiHandleElementAction(string &in objectID) ] - [ 1297759920 ]
INFO | Func ID for [ void as_guiHandleTerminalAction(string &in objectID) ] - [ 1297758912 ]
INFO | Func ID for [ void as_guiHandleDatabaseAction(string &in objectID) ] - [ 1297757840 ]
INFO | Func ID for [ void as_guiHandleTransferAction(string &in objectID) ] - [ 1297756672 ]
DEBUG | Loaded [ collosion1.wav ]
DEBUG | Loaded [ endTransmission1.wav ]
DEBUG | Loaded [ greenAlert.wav ]
DEBUG | Loaded [ lift1.wav ]
DEBUG | Loaded [ scrollBeeps.wav ]
DEBUG | Loaded [ transferdeadlock.wav ]
DEBUG | Loaded [ yellowAlert.wav ]
DEBUG | Loaded [ console1.wav ]
DEBUG | Loaded [ endTransmission2.wav ]
DEBUG | Loaded [ keypressBad.wav ]
DEBUG | Loaded [ lift2.wav ]
DEBUG | Loaded [ start1.wav ]
DEBUG | Loaded [ transferMove.wav ]
DEBUG | Loaded [ console2.wav ]
DEBUG | Loaded [ energyHeal.wav ]
DEBUG | Loaded [ keyPressGood.wav ]
DEBUG | Loaded [ lift3.wav ]
DEBUG | Loaded [ start2.wav ]
DEBUG | Loaded [ transferStage1.wav ]
DEBUG | Loaded [ damage.wav ]
DEBUG | Loaded [ explode1.wav ]
DEBUG | Loaded [ laser.wav ]
DEBUG | Loaded [ lowEnergy.wav ]
DEBUG | Loaded [ startAll.wav ]
DEBUG | Loaded [ transferStage2.wav ]
DEBUG | Loaded [ disruptor.wav ]
DEBUG | Loaded [ explode2.wav ]
DEBUG | Loaded [ levelShutdown.wav ]
DEBUG | Loaded [ redAlert.wav ]
DEBUG | Loaded [ transfer1.wav ]
DEBUG | Loaded [ transferStart.wav ]
DEBUG | Loaded [ door.wav ]
DEBUG | Loaded [ splash.bmp ]
DEBUG | Loaded [ hud.bmp ]
DEBUG | Loaded [ tut_healing.bmp ]
DEBUG | Loaded [ tut_lift.bmp ]
DEBUG | Loaded [ tut_terminal.bmp ]
DEBUG | Loaded [ retro_turquoise.bmp ]
DEBUG | Loaded [ retro_dark.bmp ]
DEBUG | Loaded [ universe.bmp ]
DEBUG | Loaded [ particleSpark.bmp ]
INFO | Loaded ship level [ Vehicle Hold ] - index [ 0 ]
INFO | Loaded ship level [ Shuttle bay ] - index [ 1 ]
INFO | Loaded ship level [ Turrent 2 ] - index [ 2 ]
INFO | Loaded ship level [ Maintenance ] - index [ 3 ]
INFO | Loaded ship level [ Engineering ] - index [ 4 ]
INFO | Loaded ship level [ Mid cargo ] - index [ 5 ]
INFO | Loaded ship level [ Upper cargo ] - index [ 6 ]
INFO | Loaded ship level [ Kitchen ] - index [ 8 ]
INFO | Loaded ship level [ Robo stores ] - index [ 9 ]
INFO | Loaded ship level [ Quarters ] - index [ 10 ]
INFO | Loaded ship level [ Repairs ] - index [ 11 ]
INFO | Loaded ship level [ Staterooms ] - index [ 12 ]
INFO | Loaded ship level [ Stores ] - index [ 13 ]
INFO | Loaded ship level [ Research ] - index [ 14 ]
INFO | Loaded ship level [ Reactor ] - index [ 15 ]
INFO | Loaded ship level [ Airlock ] - index [ 16 ]
INFO | Loaded ship level [ Bridge ] - index [ 17 ]
INFO | Loaded ship level [ Turrent 1 ] - index [ 18 ]
INFO | Loaded ship level [ Turrent 3 ] - index [ 19 ]
INFO | Loaded ship level [ Observation ] - index [ 20 ]
INFO | TTF loaded [ console.ttf ]
INFO | TTF loaded [ intro.ttf ]
INFO | TTF loaded [ gui.ttf ]
INFO | TTF loaded [ gui.ttf ]
INFO | TTF loaded [ gui.ttf ]
Screen [ mainGUIScreen ] created.
Screen [ guiOptionsMain ] created.
Screen [ optionsVideo ] created.
Screen [ optionsAudio ] created.
Screen [ optionsGraphics ] created.
Screen [ optionsControls ] created.
Screen [ scrTutorial ] created.
Screen [ scrTutTransfer ] created.
Screen [ scrTutTransGame ] created.
Screen [ scrTutLifts ] created.
Screen [ scrTutTerminals ] created.
Screen [ scrTutHealing ] created.
Screen [ scrTutTips ] created.
Screen [ mainTerminalScreen ] created.
Screen [ terminalDeckviewScreen ] created.
Screen [ terminalShipviewScreen ] created.
Screen [ databaseScreen ] created.
Screen [ guiTransferOne ] created.
Screen [ guiTransferTwo ] created.
INFO | Created mutex [ gameMutex ]
INFO | Created thread [ gameLoopThread ]
DEBUG | Node [ AI_SHOOT ] added. Num Children for [ ROOT_NODE ] now [ 1 ]
DEBUG | Child index set to [ 1 ]
DEBUG | Node [ NOT_SHOOT ] added. Num Children for [ AI_SHOOT ] now [ 1 ]
DEBUG | Child index set to [ 2 ]
DEBUG | Node [ BULLET_DEST ] added. Num Children for [ AI_SHOOT ] now [ 2 ]
DEBUG | Child index set to [ 3 ]
DEBUG | Node [ FIRE_BULLET ] added. Num Children for [ AI_SHOOT ] now [ 3 ]
DEBUG | Child index set to [ 4 ]
DEBUG | Node [ AI_HEALTHY ] added. Num Children for [ ROOT_NODE ] now [ 2 ]
DEBUG | Child index set to [ 5 ]
DEBUG | Node [ CHECK_HEALTH ] added. Num Children for [ AI_HEALTHY ] now [ 1 ]
DEBUG | Child index set to [ 6 ]
DEBUG | Node [ ON_HEALING ] added. Num Children for [ AI_HEALTHY ] now [ 2 ]
DEBUG | Child index set to [ 7 ]
DEBUG | Node [ REACHED_HEALTH ] added. Num Children for [ AI_HEALTHY ] now [ 3 ]
DEBUG | Child index set to [ 8 ]
DEBUG | Node [ AI_FLEE ] added. Num Children for [ ROOT_NODE ] now [ 3 ]
DEBUG | Child index set to [ 9 ]
DEBUG | Node [ CHECK_FLEE ] added. Num Children for [ AI_FLEE ] now [ 1 ]
DEBUG | Child index set to [ 10 ]
DEBUG | Node [ ON_FLEE ] added. Num Children for [ AI_FLEE ] now [ 2 ]
DEBUG | Child index set to [ 11 ]
DEBUG | Node [ REACHED_FLEE ] added. Num Children for [ AI_FLEE ] now [ 3 ]
DEBUG | Child index set to [ 12 ]
DEBUG | Node [ AI_RESUME ] added. Num Children for [ ROOT_NODE ] now [ 4 ]
DEBUG | Child index set to [ 13 ]
DEBUG | Node [ IS_NOT_PATROLLING ] added. Num Children for [ AI_RESUME ] now [ 1 ]
DEBUG | Child index set to [ 14 ]
DEBUG | Node [ SET_DEST ] added. Num Children for [ AI_RESUME ] now [ 2 ]
DEBUG | Child index set to [ 15 ]
DEBUG | Node [ FIND_DEST_PATH ] added. Num Children for [ AI_RESUME ] now [ 3 ]
DEBUG | Child index set to [ 16 ]
DEBUG | Node [ AI_PATROL ] added. Num Children for [ ROOT_NODE ] now [ 5 ]
DEBUG | Child index set to [ 17 ]
DEBUG | Node [ AI_MOVE ] added. Num Children for [ AI_PATROL ] now [ 1 ]
DEBUG | Child index set to [ 18 ]
DEBUG | Node [ CAN_MOVE ] added. Num Children for [ AI_MOVE ] now [ 1 ]
DEBUG | Child index set to [ 19 ]
DEBUG | Node [ AI_REVERSE ] added. Num Children for [ AI_MOVE ] now [ 2 ]
DEBUG | Child index set to [ 20 ]
DEBUG | Node [ MOVE_TO ] added. Num Children for [ AI_PATROL ] now [ 2 ]
DEBUG | Child index set to [ 21 ]
DEBUG | Node [ FIND_WP ] added. Num Children for [ AI_PATROL ] now [ 3 ]
DEBUG | Child index set to [ 22 ]
DEBUG | Loaded [ retro_turquoise.bmp ]
DEBUG | Loaded [ retro_dark.bmp ]
DEBUG | Clearing out emitters
